Fetched from http://queue.taskcluster.net/v1/task/OBbSkwsJTSeXLGrGVO6ykw/artifacts/public/test_info/xulsummary.txt

Elements in namespace http://www.mozilla.org/keymaster/gatekeeper/there.is.only.xul
  986   label
  525   hbox
  514   image
  243   menuitem
  152   spacer
  132   autorepeatbutton
  125   box
  120   vbox
  108   toolbarbutton
  83    command
  75    key
  74    scrollbox
  70    menupopup
  67    arrowscrollbox
  64    description
  63    menuseparator
  60    button
  29    menu
  24    broadcaster
  24    dropmarker
  23    toolbarseparator
  22    panel
  20    panelview
  16    checkbox
  14    popupnotificationcontent
  12    observes
  12    stack
  11    popupnotification
  11    toolbaritem
  9     script
  8     tooltip
  6     commandset
  6     deck
  5     stringbundle
  4     menulist
  4     photonpanelmultiview
  4     toolbar
  3     keyset
  3     textbox
  3     radio
  3     notificationbox
  2     broadcasterset
  2     popupset
  2     richlistbox
  2     toolbarspring
  2     browser
  1     window
  1     stringbundleset
  1     tree
  1     treecols
  1     treecol
  1     treecolpicker
  1     treerows
  1     treechildren
  1     scrollbar
  1     scrollbarbutton
  1     slider
  1     thumb
  1     row
  1     menugroup
  1     progressmeter
  1     radiogroup
  1     toolbox
  1     menubar
  1     tabs
  1     tab
  1     toolbarset
  1     sidebarheader
  1     splitter
  1     tabbrowser
  1     tabbox
  1     tabpanels
  1     popupgroup
  1     statuspanel
  1     notification
Elements in namespace http://www.w3.org/1999/xhtml
  29    span
  10    div
  3     input
  3     strong
  2     br
  1     video
  1     ul
  1     button
Elements in namespace null
  2     _moz_generated_content_after
  1     _moz_generated_content_before
XBL bindings
  1947  null
  825   url("chrome://global/content/bindings/text.xml#text-label")
  217   url("chrome://global/content/bindings/menu.xml#menuitem")
  132   url("chrome://global/content/bindings/scrollbox.xml#autorepeatbutton")
  99    url("chrome://global/content/bindings/toolbarbutton.xml#toolbarbutton")
  74    url("chrome://global/content/bindings/scrollbox.xml#scrollbox")
  66    url("chrome://global/content/bindings/scrollbox.xml#arrowscrollbox")
