Fetched from https://queue.taskcluster.net/v1/task/VDVbU0L0R0is23eRBT7yMg/artifacts/public/test_info/xulsummary.txt

Elements in namespace http://www.mozilla.org/keymaster/gatekeeper/there.is.only.xul
  1448  label
  834   image
  614   hbox
  295   menuitem
  279   dropmarker
  258   toolbarbutton
  168   spacer
  143   box
  138   vbox
  96    command
  84    scrollbox
  78    menupopup
  76    description
  75    key
  74    arrowscrollbox
  72    button
  70    menuseparator
  31    toolbarseparator
  29    menu
  25    broadcaster
  25    panel
  25    panelview
  19    checkbox
  16    popupnotificationcontent
  13    stack
  13    popupnotification
  13    toolbaritem
  11    observes
  8     tooltip
  8     textbox
  7     commandset
  6     panelmultiview
  5     deck
  5     menulist
  4     richlistbox
  4     toolbar
  3     stringbundle
  3     popupset
  3     radio
  3     browser
  3     notificationbox
  2     script
  2     broadcasterset
  2     keyset
  2     scrollbar
  2     progressmeter
  2     toolbarspring
  1     window
  1     stringbundleset
  1     tree
  1     treecols
  1     treecol
  1     treecolpicker
  1     treerows
  1     treechildren
  1     scrollcorner
  1     listbox
  1     listcols
  1     listcol
  1     listrows
  1     listboxbody
  1     menugroup
  1     radiogroup
  1     toolbox
  1     menubar
  1     tabs
  1     tab
  1     sidebarheader
  1     splitter
  1     tabbox
  1     tabpanels
  1     popupgroup
  1     notification
Elements in namespace http://www.w3.org/1999/xhtml
  51    span
  13    b
  9     div
  8     input
  3     strong
  1     img
  1     video
  1     ul
  1     br
  1     button
Elements in namespace null
  2     _moz_generated_content_after
  1     _moz_generated_content_before
XBL bindings
  3001  null
  1067  url("chrome://global/content/bindings/text.xml#text-label")
  264   url("chrome://global/content/bindings/menu.xml#menuitem")
  250   url("chrome://global/content/bindings/toolbarbutton.xml#toolbarbutton")
  84    url("chrome://global/content/bindings/scrollbox.xml#scrollbox")
  76    url("chrome://global/content/bindings/text.xml#text-base")
  73    url("chrome://global/content/bindings/scrollbox.xml#arrowscrollbox")
  65    url("chrome://global/content/bindings/popup.xml#popup")
  56    url("chrome://global/content/bindings/button.xml#button")
  33    url("chrome://global/content/bindings/text.xml#label-control")
  31    url("chrome://global/content/bindings/menu.xml#menuitem-iconic")
  19    url("chrome://global/content/bindings/popup.xml#arrowpanel")
  19    url("chrome://global/content/bindings/checkbox.xml#checkbox")
  18    url("chrome://global/content/bindings/menu.xml#menu")
  18    url("chrome://global/content/bindings/text.xml#text-link")
  16    url("chrome://global/content/bindings/button.xml#menu")
  12    url("chrome://global/content/bindings/notification.xml#popup-notification")
  8     url("chrome://global/content/bindings/popup.xml#tooltip")
  8     url("chrome://global/content/bindings/textbox.xml#input-box")
  8     url("chrome://global/content/platformHTMLBindings.xml#inputFields")
  8     url("chrome://browser/content/places/menu.xml#places-popup-base")
  7     url("chrome://global/content/bindings/menu.xml#menu-menubar")
  6     url("chrome://global/content/bindings/textbox.xml#textbox")
  5     url("chrome://global/content/bindings/popup.xml#popup-scrollbars")
  5     url("chrome://global/content/bindings/toolbarbutton.xml#menu")
  4     url("chrome://global/content/bindings/menulist.xml#menulist")
  4     url("chrome://global/content/bindings/menu.xml#menu-iconic")
  3     url("chrome://global/content/bindings/autocomplete.xml#autocomplete-richlistbox")
  3     url("chrome://global/content/bindings/popup.xml#panel")
  3     url("chrome://global/content/bindings/radio.xml#radio")
  3     url("chrome://browser/content/customizableui/toolbar.xml#toolbar")
  3     url("chrome://global/content/bindings/toolbarbutton.xml#toolbarbutton-badged")
  3     url("chrome://global/content/bindings/notification.xml#notificationbox")
  2     url("chrome://browser/content/search/search.xml#search-one-offs")
  2     url("chrome://global/content/bindings/progressmeter.xml#progressmeter")
  2     url("chrome://browser/content/tabbrowser.xml#tabbrowser-remote-browser")
  1     url("chrome://global/content/bindings/autocomplete.xml#autocomplete-rich-result-popup")
  1     url("chrome://browser/content/search/search.xml#browser-search-autocomplete-result-popup")
  1     url("chrome://browser/content/urlbarBindings.xml#urlbar-rich-result-popup")
  1     url("chrome://global/content/bindings/menulist.xml#menulist-popuponly")
  1     url("chrome://browser/content/places/tree.xml#places-tree")
  1     url("chrome://global/content/bindings/tree.xml#treecols")
  1     url("chrome://global/content/bindings/tree.xml#treecol")
  1     url("chrome://global/content/bindings/tree.xml#columnpicker")
  1     url("chrome://global/content/bindings/tree.xml#treerows")
  1     url("chrome://global/content/bindings/tree.xml#treebody")
  1     url("chrome://global/content/bindings/autocomplete.xml#autocomplete")
  1     url("chrome://global/content/bindings/listbox.xml#listbox")
