Fetched from https://queue.taskcluster.net/v1/task/VDVbU0L0R0is23eRBT7yMg/artifacts/public/test_info/xulsummary.txt

Elements in namespace http://www.mozilla.org/keymaster/gatekeeper/there.is.only.xul
  1448  label
  1     url("chrome://global/content/bindings/listbox.xml#listrows")
  1     url("chrome://browser/content/urlbarBindings.xml#addon-progress-notification")
  1     url("chrome://global/content/bindings/radio.xml#radiogroup")
  1     url("chrome://global/content/bindings/richlistbox.xml#richlistbox")
  1     url("chrome://browser/content/customizableui/toolbar.xml#toolbar-menubar-autohide")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tabs")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-arrowscrollbox")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tab")
  1     url("chrome://browser/content/urlbarBindings.xml#urlbar")
  1     url("chrome://global/content/bindings/browser.xml#browser")
  1     url("chrome://global/content/bindings/tabbox.xml#tabbox")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tabpanels")
  1     url("chrome://global/content/bindings/notification.xml#notification")
XBL bindings as JSON
{
  "text-label": 1067,
  "menuitem": 264,
  "toolbarbutton": 250,
  "scrollbox": 84,
  "text-base": 76,
  "arrowscrollbox": 73,
  "popup": 65,
  "button": 56,
  "label-control": 33,
  "menuitem-iconic": 31,
  "arrowpanel": 19,
  "checkbox": 19,
  "menu": 5,
  "text-link": 18,
  "popup-notification": 12,
  "tooltip": 8,
  "input-box": 8,
  "inputFields": 8,
  "places-popup-base": 8,
  "menu-menubar": 7,
  "textbox": 6,
  "popup-scrollbars": 5,
  "menulist": 4,
  "menu-iconic": 4,
  "autocomplete-richlistbox": 3,
  "panel": 3,
  "radio": 3,
  "toolbar": 3,
  "toolbarbutton-badged": 3,
  "notificationbox": 3,
  "search-one-offs": 2,
  "progressmeter": 2,
  "tabbrowser-remote-browser": 2,
  "autocomplete-rich-result-popup": 1,
  "browser-search-autocomplete-result-popup": 1,
  "urlbar-rich-result-popup": 1,
  "menulist-popuponly": 1,
  "places-tree": 1,
  "treecols": 1,
  "treecol": 1,
  "columnpicker": 1,
  "treerows": 1,
  "treebody": 1,
  "autocomplete": 1,
  "listbox": 1,
  "listrows": 1,
  "addon-progress-notification": 1,
  "radiogroup": 1,
  "richlistbox": 1,
  "toolbar-menubar-autohide": 1,
  "tabbrowser-tabs": 1,
  "tabbrowser-arrowscrollbox": 1,
  "tabbrowser-tab": 1,
  "urlbar": 1,
  "browser": 1,
  "tabbox": 1,
  "tabbrowser-tabpanels": 1,
  "notification": 1
}
