Fetched from http://queue.taskcluster.net/v1/task/B0vbVBqlR8Sy6nxUSh0pmw/artifacts/public/test_info/xulsummary.txt

Elements in namespace http://www.mozilla.org/keymaster/gatekeeper/there.is.only.xul
  1014  label
  537   hbox
  529   image
  251   menuitem
  154   spacer
  132   autorepeatbutton
  131   box
  126   vbox
  110   toolbarbutton
  96    command
  76    key
  76    scrollbox
  70    menupopup
  68    description
  67    arrowscrollbox
  64    menuseparator
  63    button
  29    menu
  26    toolbarseparator
  25    broadcaster
  24    panel
  24    dropmarker
  23    panelview
  16    checkbox
  14    popupnotificationcontent
  12    observes
  12    toolbaritem
  11    popupnotification
  11    stack
  8     tooltip
  7     script
  7     commandset
  5     deck
  5     panelmultiview
  4     richlistbox
  4     menulist
  4     toolbar
  3     stringbundle
  3     textbox
  3     radio
  3     browser
  3     notificationbox
  2     broadcasterset
  2     keyset
  2     popupset
  2     progressmeter
  2     toolbarspring
  1     window
  1     stringbundleset
  1     row
  1     menugroup
  1     radiogroup
  1     toolbox
  1     menubar
  1     tabs
  1     tab
  1     sidebarheader
  1     splitter
  1     tabbox
  1     tabpanels
  1     popupgroup
  1     statuspanel
  1     notification
Elements in namespace http://www.w3.org/1999/xhtml
  40    span
  11    b
  8     div
  3     input
  3     strong
  1     video
  1     ul
  1     br
  1     button
Elements in namespace null
  2     _moz_generated_content_after
  1     _moz_generated_content_before
XBL bindings
  2058  null
  849   url("chrome://global/content/bindings/text.xml#text-label")
  225   url("chrome://global/content/bindings/menu.xml#menuitem")
  132   url("chrome://global/content/bindings/scrollbox.xml#autorepeatbutton")
  102   url("chrome://global/content/bindings/toolbarbutton.xml#toolbarbutton")
  76    url("chrome://global/content/bindings/scrollbox.xml#scrollbox")
  68    url("chrome://global/content/bindings/text.xml#text-base")
  66    url("chrome://global/content/bindings/scrollbox.xml#arrowscrollbox")
  55    url("chrome://global/content/bindings/popup.xml#popup")
  47    url("chrome://global/content/bindings/button.xml#button")
  26    url("chrome://global/content/bindings/menu.xml#menuitem-iconic")
  25    url("chrome://global/content/bindings/text.xml#label-control")
  24    url("chrome://global/content/bindings/general.xml#dropmarker")
  18    url("chrome://global/content/bindings/menu.xml#menu")
  18    url("chrome://global/content/bindings/popup.xml#arrowpanel")
  16    url("chrome://global/content/bindings/text.xml#text-link")
  16    url("chrome://global/content/bindings/checkbox.xml#checkbox")
  14    url("chrome://global/content/bindings/button.xml#menu")
  10    url("chrome://global/content/bindings/notification.xml#popup-notification")
  8     url("chrome://global/content/bindings/popup.xml#tooltip")
  8     url("chrome://browser/content/places/menu.xml#places-popup-base")
  7     url("chrome://global/content/bindings/menu.xml#menu-menubar")
  6     url("chrome://global/content/bindings/toolbarbutton.xml#menu")
  5     url("chrome://global/content/bindings/general.xml#deck")
  4     url("chrome://global/content/bindings/popup.xml#popup-scrollbars")
  4     url("chrome://global/content/bindings/menu.xml#menu-iconic")
  3     url("chrome://global/content/bindings/stringbundle.xml#stringbundle")
  3     url("chrome://global/content/bindings/autocomplete.xml#autocomplete-richlistbox")
  3     url("chrome://global/content/bindings/popup.xml#panel")
  3     url("chrome://global/content/bindings/menulist.xml#menulist")
  3     url("chrome://global/content/bindings/textbox.xml#input-box")
  3     url("chrome://global/content/platformHTMLBindings.xml#inputFields")
  3     url("chrome://global/content/bindings/radio.xml#radio")
  3     url("chrome://browser/content/customizableui/toolbar.xml#toolbar")
  3     url("chrome://browser/content/tabbrowser.xml#tabbrowser-alltabs-popup")
  3     url("chrome://global/content/bindings/notification.xml#notificationbox")
  2     url("chrome://browser/content/search/search.xml#search-one-offs")
  2     url("chrome://browser/content/browser-tabPreviews.xml#ctrlTab-preview")
  2     url("chrome://global/content/bindings/textbox.xml#textbox")
  2     url("chrome://global/content/bindings/progressmeter.xml#progressmeter")
  2     url("chrome://global/content/bindings/toolbarbutton.xml#toolbarbutton-badged")
  2     url("chrome://browser/content/tabbrowser.xml#tabbrowser-remote-browser")
  1     url("chrome://global/content/bindings/autocomplete.xml#autocomplete-rich-result-popup")
  1     url("chrome://browser/content/search/search.xml#browser-search-autocomplete-result-popup")
  1     url("chrome://browser/content/urlbarBindings.xml#urlbar-rich-result-popup")
  1     url("chrome://global/content/bindings/menulist.xml#menulist-popuponly")
  1     url("chrome://browser/content/urlbarBindings.xml#addon-progress-notification")
  1     url("chrome://global/content/bindings/radio.xml#radiogroup")
  1     url("chrome://global/content/bindings/richlistbox.xml#richlistbox")
  1     url("chrome://browser/content/customizableui/toolbar.xml#toolbar-menubar-autohide")
  1     url("chrome://global/content/bindings/toolbar.xml#menubar")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tabs")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-arrowscrollbox")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tab")
  1     url("chrome://browser/content/urlbarBindings.xml#urlbar")
  1     url("chrome://global/content/bindings/browser.xml#browser")
